site,Snail no.,survey,collection date,collected by,dissection date,dissected by ,processed by ,buried? ,length (mm),sex,"parth/ gonad state 1 (r,p,n)","parth/ gonad state 2 (r,p,n)","parth/ gonad state 3 (r,p,n)",early 1? ( y/n),early 2? (y/n),early 3? (y/n),trematode 1,trematode 2,trematode 3,fixed for genetics?,"crab dam (n,s,a)",MCs hima,cata,phil,notes
c2,27,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,27.3,m,r,,,,,,euha,,,,,,,,
c2,28,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,27.1,f,p,,,,,,euha,,,,n,0,0,0,1 hima scar
c2,29,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,37.3,m,r,,,,,,himb,,,,,,,,
c2,30,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,33.2,m,r,n,,,,,hima,imht,,y,,,,,very early imht
c2,31,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,35.4,m,r,,,,,,himb,,,,,,,,
c2,32,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,27.2,f,r,,,,,,smmi,,,,n,1,0,0,9 hima scars
c2,33,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,30.6,m,r,,,,,,himb,,,,,,,,
c2,34,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,28.5,f,r,,,,,,himb,,,,,,,,
c2,35,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,33.2,f,r,,,,,,hima,,,,,,,,
c2,36,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,27,.,r,,,,,,euha,,,,,,,,
c2,37,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,29.6,m,r,,,,,,acan,,,,,,,,
c2,38,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,28.7,m,p,,,,,,euha,,,,,,,,
c2,39,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,27.3,m,p,,,,,,pygi,,,,,,,,
c2,40,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,8.7,m,n,,,,,,u,,,,,,,,
c2,41,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,28.3,f,r,,,,,,himb,,,,n,0,0,0,2 hima scars
c2,42,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,32.2,f,r,,,,,,stic,,,,,,,,
c2,43,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,32.1,f,p,,,,,,pygi,,,,n,3,0,0,
c2,44,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,11.8,m,n,,,,,,u,,,,,,,,
c2,45,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,29.1,m,p,p,,,,,euha,smcy,,,,,,,
c2,46,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,25.8,m,p,,,,,,euha,,,,,,,,
c2,47,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,30.8,f,p,,,,,,euha,,,,,,,,
c2,48,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,26.8,m,p,n,,n,y,,euha,smcy,,,,,,,
c2,49,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,32,m,p,,,,,,himb,,,,,,,,
c2,50,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,27.7,m,p,p,,,,,stic,smcy,,,,,,,
c2,51,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,28.7,m,p,p,,,,,euha,prob,,,n,2,0,0,
c2,52,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,29.5,m,r,,,,,,euha,,,,,,,,
c2,53,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,9.9,m,n,,,,,,u,,,,,,,,
c2,54,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,26.3,m,p,p,,,,,euha,prob,,,,,,,
c2,55,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,26.4,m,p,p,p,,,,euha,prob,renb,,,,,,
c2,56,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,29.6,f,p,p,,,,,euha,smcy,,,,,,,
c2,57,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,26.3,m,p,,,,,,euha,,,,,,,,
c2,58,13-Nov,12-Nov-13,"AW, JA",15-Nov-13,AW,"AW, Maggie, Alex S.",e,21.1,f,n,,,,,,u,,,,,,,,
c3,1,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,26.3,m,r,,,,,,u,,,,a,2,0,1,5 hima scars
c3,2,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,26,m,p,p,,,,,hima,prob,,,,,,,prob restricted to bvm
c3,3,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,35.6,f,p,p,,,,,rema,hima,,,,,,,"yolk present, ovary returning?"
c3,4,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,10.7,m,n,,,,,,u,,,,,,,,
c3,5,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,25.6,m,p,,,,,,euha,,,,,,,,
c3,6,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,11.8,m,n,,,,,,u,,,,,,,,
c3,7,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,29,m,n,,,,,,u,,,,,,,,
c3,8,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,22.8,m,n,,,,,,u,,,,,,,,
c3,9,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,28.2,f,n,,,,,,u,,,,,,,,
c3,10,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,27.2,m,p,,,,,,cloa,,,,,,,,
c3,11,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,29.2,f,r,,,,,,renb,,,,,,,,rat king
c3,12,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,28.9,m,r,,,,,,u,,,,,,,,
c3,13,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,15.2,f,n,,,,,,u,,,,,,,,
c3,14,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,34.1,m,r,,,,,,cloa,,,,,,,,
c3,15,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,27.2,m,r,,,,,,himb,,,,,,,,
c3,16,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,23.2,m,r,,,,,,u,,,,,,,,
c3,17,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,30.3,f,r,,,,,,himb,,,,,,,,
c3,18,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,8.6,m,n,,,,,,u,,,,,,,,
c3,19,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,30.9,f,r,,,,,,euha,,,,,,,,
c3,20,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,27.8,f,p,r,,,,,euha,renb,,,,,,,rat king
c3,21,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,32.4,m,r,,,,,,hima,,,,,,,,
c3,22,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,36.6,m,r,,,,,,himb,,,,n,5,0,2,"1 dead hima mc, 3 scars"
c3,23,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,30.2,m,r,,,,,,himb,,,,n,6,0,2,2 hima scars
c3,24,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,28.8,m,r,,,,,,hima,,,,,,,,
c3,25,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,28.1,f,p,,,,,,euha,,,,,,,,
c3,26,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,26.6,m,r,,,,,,u,,,,,,,,
c3,27,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,26.3,m,n,,,,,,u,,,,,,,,
c3,28,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,27,m,r,,,,,,u,,,,n,18,1,1,2 phil scars
c3,29,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,31.2,f,p,,,y,,,hima,,,,,,,,
c3,30,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,12.2,f,n,,,,,,u,,,,,,,,
c3,31,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,16.3,m,n,,,y,,,acan,,,,,,,,
c3,32,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,23.1,m,n,,,,,,u,,,,,,,,
c3,33,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,32,m,p,,,,,,himb,,,,,,,,
c3,34,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,29.8,m,p,p,,,,,euha,smcy,,,n,4,0,0,2 scars
c3,35,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,27.3,f,n,,,,,,u,,,,,,,,
c3,36,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,29.2,f,r,,,,,,paro,,,,n,4,0,1,5 hima scars
c3,37,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,18.6,m,p,,,,,,himb,,,,a,0,0,0,
c3,38,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,25.5,m,n,,,,,,u,,,,,,,,
c3,39,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,10.6,m,n,,,,,,u,,,,n,0,0,0,
c3,40,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,28.6,f,r,,,,,,euha,,,,,,,,
c3,41,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,18.5,f,n,,,,,,u,,,,a,4,2,4,1 phil scar
c3,42,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,26.6,m,r,,,,,,euha,,,,n,1,1,1,2 hima scars
c3,43,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,28.1,m,r,,,,,,himb,,,,,,,,
c3,44,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,26.7,m,r,,,,,,renb,,,,,,,,rat king
c3,45,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,22.2,m,n,,,,,,u,,,,,,,,
c3,46,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,23.3,m,n,,,,,,u,,,,,,,,
c3,47,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,7.7,m,n,,,,,,u,,,,,,,,
c3,48,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,11.3,m,n,,,,,,u,,,,,,,,
c3,49,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,13,m,n,,,,,,u,,,,,,,,
c3,50,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,29.7,m,p,,,,,,himb,,,,,,,,
c3,51,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,29.8,m,n,,,,,,u,,,,,,,,
c3,52,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,30.6,f,r,,,,,,euha,,,,,,,,
c3,53,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,18,f,n,,,,,,u,,,,,,,,
c3,54,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,27.8,m,n,,,,,,u,,,,,,,,
c3,55,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,11.2,m,n,,,,,,u,,,,,,,,
c3,56,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,18.7,m,n,,,,,,u,,,,,,,,
c3,57,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,28.6,f,n,,,,,,u,,,,,,,,
c3,58,13-Nov,12-Nov-13,"AW, JA",13-Nov-13,AW,"AW, Daisy, Alex S.",e,29.2,m,r,,,,,,paro,,,,,,,,
c7,1,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,25.2,f,n,,,,,,u,,,,,,,,
c7,2,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.7,m,r,,,,,,u,,,,,,,,
c7,3,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22.3,m,r,,,,,,u,,,,,,,,
c7,4,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22.3,m,n,,,,,,u,,,,,,,,
c7,5,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,25.7,f,r,,,,,,u,,,,,,,,
c7,6,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,19.4,m,r,,,,,,u,,,,n,0,0,0,
c7,7,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.3,f,n,,,,,,u,,,,n,0,0,0,
c7,8,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22.2,f,n,,,,,,u,,,,n,0,0,0,
c7,9,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,25.1,m,n,,,,,,u,,,,n,0,0,0,
c7,10,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.4,m,n,,,,,,u,,,,,,,,
c7,11,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22.7,m,n,,,,,,u,,,,,,,,
c7,12,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.3,f,n,,,,,,u,,,,,,,,
c7,13,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.8,m,n,,,,,,u,,,,,,,,
c7,14,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.4,m,n,,,,,,u,,,,,,,,
c7,15,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22.8,m,n,,,,,,u,,,,,,,,
c7,16,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,20.9,m,r,,,,,,u,,,,,,,,
c7,17,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.2,m,r,,,,,,u,,,,,,,,
c7,18,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,24.2,f,n,,,,,,u,,,,,,,,
c7,19,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",b,24.5,m,n,,,,,,u,,,,n,0,0,0,
c7,20,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",b,25.9,f,n,,,,,,u,,,,,,,,
c7,21,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,26.8,f,n,,,,,,euha,,,,n,0,0,0,
c7,22,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,16.3,f,r,,,,,,cata,,,,,,,,
c7,23,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.9,m,r,,,,,,euha,,,,,,,,
c7,24,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.8,f,n,,,,,,u,,,,,,,,
c7,25,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.3,f,n,,,,,,u,,,,,,,,
c7,26,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.4,m,n,,,,,,pygi,,,,n,0,0,0,
c7,27,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",b,31,f,n,,,,,,u,,,,,,,,
c7,28,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",b,22.2,f,n,,,,,,u,,,,,,,,
c7,29,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,27.3,m,p,,,,,,euha,,,,,,,,rms present
c7,30,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,20.5,f,n,,,,,,u,,,,,,,,
c7,31,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.9,f,p,n,,,,,euha,smcy,,,,,,,
c7,32,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,19.2,m,n,,,,,,u,,,,,,,,
c7,33,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.1,m,n,,,y,,,imht,,,y,,,,,
c7,34,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,25.4,f,p,n,,,,,euha,smcy,,,,,,,inf. ~60/40
c7,35,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,26.4,f,n,,,,,,u,,,,n,0,0,0,
c7,36,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.3,f,n,,,,,,u,,,,n,0,1,0,
c7,37,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22.4,m,n,,,,,,u,,,,,,,,
c7,38,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,19.6,m,n,,,,,,u,,,,,,,,
c7,39,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.3,m,r,,,,,,hima,,,,,,,,
c7,40,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,24.6,f,n,,,,,,u,,,,,,,,
c7,41,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,18.3,f,n,,,,,,u,,,,,,,,
c7,42,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22.1,m,n,,,,,,u,,,,,,,,
c7,43,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,17.3,m,n,,,,,,u,,,,,,,,
c7,44,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,24.8,f,p,,,,,,hima,,,,,,,,
c7,45,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.2,f,p,,,,,,cata,,,,,,,,
c7,46,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,24.6,f,n,,,,,,u,,,,,,,,
c7,47,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,25.7,f,n,,,,,,u,,,,,,,,
c7,48,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,24.4,m,r,,,,,,u,,,,,,,,
c7,49,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.4,m,n,,,y,,,imht,,,y,,,,,
c7,50,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,26.6,f,p,,,,,,euha,,,,n,0,0,0,rms present
c7,51,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.3,m,n,,,,,,u,,,,,,,,
c7,52,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,20.8,m,n,,,,,,u,,,,,,,,
c7,53,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,21.1,f,n,,,,,,u,,,,,,,,
c7,54,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.1,m,n,,,,,,u,,,,,,,,
c7,55,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,25.2,f,p,,,,,,euha,,,,,,,,
c7,56,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.2,f,n,,,,,,u,,,,,,,,
c7,57,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,22,f,n,,,,,,u,,,,,,,,
c7,58,13-Nov,12-Nov-13,"AW, JA",19-Nov-13,AW,"AW, Savannah",e,23.6,m,r,,,,,,euha,,,,,,,,
c8,1,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,20.7,m,n,,,,,,u,,,,,,,,
c8,2,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,23.9,f,p,p,,,,,smcy,euha,,,n,1,0,0,1 hima scar
c8,3,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,24.3,f,p,,,,,,euha,,,,n,0,0,0,1 hima scar
c8,4,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,22.8,f,n,,,,,,u,,,,,,,,
c8,5,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,27.2,m,p,,,,,,hima,,,,,,,,
c8,6,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,23.8,f,n,,,,,,u,,,,,,,,
c8,7,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,25.1,f,p,n,,n,y,,euha,imec,,y,,,,,only 1 redia rms present 
c8,8,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,23.9,f,r,,,,,,cata,,,,n,0,4,0,
c8,9,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,29.9,m,p,p,,,,,euha,smcy,,,,,,,
c8,10,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,25.7,f,r,,,,,,cloa,,,,n,0,0,0,
c8,11,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,20.2,m,r,,,,,,u,,,,,,,,
c8,12,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,24.7,f,p,,,,,,renb,,,,,,,,
c8,13,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,21.2,m,p,p,,,,,renb,euha,,,,,,,
c8,14,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,27.9,m,p,,,,,,himb,,,,,,,,
c8,15,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,25.2,f,n,,,,,,u,,,,,,,,
c8,16,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,23.7,f,n,,,,,,u,,,,,,,,
c8,17,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,23.8,f,n,,,,,,u,,,,,,,,
c8,18,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,25.7,m,p,,,,,,himb,,,,,,,,
c8,19,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,20.7,m,r,,,,,,hima,,,,,,,,
c8,20,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,27.6,m,r,,,,,,renb,,,,,,,,rat king
c8,21,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,25.4,f,n,,,,,,u,,,,,,,,
c8,22,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",e,29.3,m,n,,,,,,himb,,,,n,0,0,0,
c8,23,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,19.8,f,n,,,,,,u,,,,,,,,
c8,24,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,18.2,f,n,,,,,,u,,,,n,1,0,0,1 hima scar
c8,25,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,24.5,f,n,,,,,,u,,,,,,,,
c8,26,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,26.9,f,n,,,,,,u,,,,,,,,
c8,27,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,27.9,f,n,,,,,,u,,,,n,0,0,0,1 hima scar
c8,28,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,21.8,f,n,,,,,,u,,,,,,,,
c8,29,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,26.3,f,p,,,,,,himb,,,,,,,,
c8,30,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,22.5,f,n,,,,,,u,,,,,,,,
c8,31,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,22.2,m,p,,,,,,euha,,,,,,,,
c8,32,13-Nov,12-Nov-13,"AW, JA",18-Nov-13,AW,"AW, Savannah",b,25.2,f,n,,,,,,u,,,,,,,,
