id,interaction_strength,priority_effects,cf_ratio,strains,richness_count
1,0.06460224473380367,TRUE,0.2790877661730861,111,59
2,0.5129333878125879,FALSE,0.45135613908127414,177,110
3,0.45384822387885065,FALSE,0.9372364368224284,168,9
4,0.048791445371200094,FALSE,0.7253409137920244,182,77
5,0.5466039577433432,FALSE,0.8938996902812738,111,5
6,0.47382721470491385,FALSE,0.46068691144343465,192,111
7,0.3485626951796177,TRUE,0.5340595145972445,131,54
8,0.05439106715362868,TRUE,0.3074796829667641,166,166
9,0.4310039218584483,TRUE,0.2712331076578703,115,115
10,0.11264167389112409,TRUE,0.29201561643509194,164,2
11,0.6186817469355824,FALSE,0.1671401126504643,189,156
12,0.7451956891573384,FALSE,0.6994599568131845,150,19
13,0.06176293378117844,FALSE,0.07688073674915358,180,21
14,0.5086965873173845,FALSE,0.31606266341342126,105,1
15,0.41565057182785825,TRUE,0.06098216002136469,190,92
16,0.738307277867943,TRUE,0.5126365706563228,176,47
17,0.09229216212406754,FALSE,0.04043630136912688,153,153
18,0.08031424178603339,FALSE,0.771859681066731,153,13
19,0.4794381743694074,TRUE,0.3718988137396751,114,104
20,0.1469754900257627,TRUE,0.8473433359308867,186,56
21,0.670347543721972,FALSE,0.5520688144438435,160,2
22,0.45224822063350584,FALSE,0.5124373948725406,137,55
23,0.044139623370103076,TRUE,0.965490988387866,123,1
24,0.5463602779695822,FALSE,0.989023442570609,175,13
25,0.009634327740519075,FALSE,0.6462139910895843,187,22
26,0.5185171588604688,TRUE,0.7344418693871004,140,3
27,0.5143211333520944,FALSE,0.07083538293098099,112,74
28,0.1875593230151455,TRUE,0.2232653441777453,157,157
29,0.37170166048171815,TRUE,0.8963169822650728,145,20
30,0.42642463690949367,TRUE,0.42893961120080204,162,21
31,0.25667744967006145,FALSE,0.668815506116976,170,38
32,0.5785970538657275,TRUE,0.34471817096991,143,138
33,0.6483800175968966,TRUE,0.40325992076816036,162,94
34,0.26491840803588274,TRUE,0.11001570043764076,133,1
35,0.429524164539791,FALSE,0.024445352328033187,161,95
36,0.5347559248732519,FALSE,0.44708558404345533,197,1
37,0.17239385296313559,FALSE,0.32147186822055374,168,168
38,0.2694873631613329,TRUE,0.1810180070359027,109,109
39,0.7362960900782201,TRUE,0.5668010669784388,161,28
40,0.3126666920260002,TRUE,0.20238015616489574,176,168
41,0.520556946496584,FALSE,0.08830519571909681,155,147
42,0.1972456057704636,TRUE,0.3583030726859346,143,142
43,0.21640350679968834,FALSE,0.3136532222039066,191,18
44,0.6238874585672747,FALSE,0.8984097093241987,109,14
45,0.355676088674739,FALSE,0.8506557798735099,111,17
46,0.14180130046861011,FALSE,0.09453617304014042,130,130
47,0.284554658075748,TRUE,0.09583256320646033,108,102
48,0.5053680898666615,FALSE,0.38809532680932896,179,158
49,0.2825174074038688,FALSE,0.13686847474938257,138,128
50,0.2508471482588269,FALSE,0.42813132184201386,172,165
51,0.6282813973455399,FALSE,0.29801212916171643,166,1
52,0.7204195744341938,FALSE,0.30397548156292176,152,9
53,0.6585019741974771,TRUE,0.4040116738918703,127,77
54,0.10789573444260168,FALSE,0.06519027490252628,148,1
55,0.3707449944395805,FALSE,0.126463562805322,126,122
56,0.031262196572200626,TRUE,0.7055129057639744,119,1
57,0.6694825955353095,FALSE,0.6209787560634082,159,32
58,0.01670597104165354,FALSE,0.14236500651028472,176,6
59,0.2590735269219673,FALSE,0.6572765158747322,180,2
60,0.1269168469731929,TRUE,0.8247053150290158,182,5
61,0.4329302228383371,TRUE,0.713756450978457,111,15
62,0.10543316450178973,TRUE,0.4678272513420554,143,139
63,0.016386381561291637,TRUE,0.2649827510243049,141,37
64,0.045688588167435956,FALSE,0.20678250601198525,140,104
65,0.7469335756080981,TRUE,0.7806387315627886,126,12
66,0.682192679770547,FALSE,0.9477616561925505,174,12
67,0.3078169037119718,FALSE,0.3911747698553838,105,97
68,0.24257778161043533,TRUE,0.33492117899495644,178,178
69,0.6867952201087377,TRUE,0.7492205226322404,127,18
70,0.5800913823008362,FALSE,0.49993615546962245,156,69
71,0.718433711639751,FALSE,0.373957769624982,196,143
72,0.3859315966873895,TRUE,0.3798723150979262,105,99
73,0.6356806974499428,TRUE,0.36397775086676704,155,129
74,0.6328510098116007,FALSE,0.14204021374154835,179,4
75,0.38552012618444864,TRUE,0.8205731777819572,112,8
76,0.6030547093345493,TRUE,0.0185831415964989,155,123
77,0.17870591697872734,TRUE,0.5490102592387702,131,87
78,0.5270981115411676,FALSE,0.46953646540159827,144,84
79,0.02477323245521402,TRUE,0.4741729867067188,142,7
80,0.6771640867709938,TRUE,0.2992930917819729,106,14
81,0.6953619036945573,FALSE,0.08598719623484649,198,105
82,0.3007778872497263,TRUE,0.9337714172870619,173,1
83,0.09822577757281833,TRUE,0.7785135714759351,190,84
84,0.593360512488219,FALSE,0.6685114491621964,120,26
85,0.16665706536776853,TRUE,0.2076371669079177,149,5
86,0.6011006959357706,FALSE,0.2766605471716728,124,14
87,0.20448686014938283,FALSE,0.5266209483999992,161,114
88,0.05318728152390104,TRUE,0.24130513469208964,133,112
89,0.6134239774105896,TRUE,0.3702618319935631,164,3
90,0.620385245992936,FALSE,0.022264376626466402,144,144
91,0.221454471480567,FALSE,0.3301203358809231,198,198
92,0.19646846783965594,TRUE,0.5371073004413862,126,2
93,0.6927705137694196,TRUE,0.5037255934851012,126,40
94,0.3019112824434007,TRUE,0.9407901580399601,192,4
95,0.32137256492720917,FALSE,0.46301762553837617,105,93
96,0.18477703115005278,TRUE,0.812723092178069,174,36
97,0.7104270096571127,TRUE,0.7153041004907107,185,17
98,0.4136153120940726,FALSE,0.7074378115820932,112,5
99,0.24985561987836846,TRUE,0.9621602355454583,146,1
100,0.6132006733551097,TRUE,0.3249515080831945,128,74
101,0.01785305531102931,FALSE,0.0962519882659195,125,1
102,0.421239338461461,TRUE,0.4482426176938461,179,1
103,0.18334395338867326,TRUE,0.8225663696225499,170,26
104,0.11195542705584084,TRUE,0.6200647941367934,183,43
105,0.030759668920986586,TRUE,0.856623854050762,109,96
106,0.5653685663988639,FALSE,0.9981771643745713,114,1
107,0.5616240786231472,FALSE,0.15898648134924007,166,124
108,0.1460361828960653,TRUE,0.8577300718218088,196,55
109,0.013112597116146934,FALSE,0.6166256516182329,159,158
110,0.5427189035466873,TRUE,0.8407276739687193,125,16
111,0.13277457740856916,FALSE,0.2636056578547228,135,135
112,0.0035474070387950633,TRUE,0.4637814298028592,143,138
113,0.3084778011036571,FALSE,0.48389096801499837,193,108
114,0.3233898766021128,FALSE,0.06921602566849906,191,147
115,0.3211424707858649,FALSE,0.01619042022996582,134,121
116,0.4053235224144591,FALSE,0.4169192275676178,152,111
117,0.5762431679287925,FALSE,0.8483492858380778,134,1
118,0.5296157389254368,FALSE,0.17310260879541747,192,1
119,0.566022209357901,TRUE,0.9051546586282552,177,11
120,0.6467378059603739,TRUE,0.400985397291882,181,121
121,0.09006922226143652,FALSE,0.5175578522019321,176,33
122,0.4609079627312953,TRUE,0.5661603141627507,105,44
123,0.5123232983997034,FALSE,0.9670473284379579,149,5
124,0.31870492951826307,FALSE,0.2304167974425247,176,157
125,0.5019882070998021,TRUE,0.5669035469839815,166,31
126,0.6986317771701026,TRUE,0.5680734402298229,139,26
127,0.5062076046796341,FALSE,0.34298554403735326,184,178
128,0.3450477634989365,FALSE,0.15386038473967928,160,115
129,0.5842664108445751,FALSE,0.29411367372032254,122,1
130,0.542854371290747,FALSE,0.6105236911764136,115,30
131,0.5502374799230368,FALSE,0.5502056329730898,176,54
132,0.43069193386231786,TRUE,0.9297122762009269,128,1
133,0.6412023728702974,TRUE,0.04387838814421557,122,1
134,0.30367309066616,TRUE,0.35314981241733767,194,1
135,0.614464003358467,FALSE,0.29404462279703003,186,182
136,0.6157805347395188,TRUE,0.1353412224927917,128,2
137,0.01869726031993632,TRUE,0.6871834430755349,114,3
138,0.5849678097028344,TRUE,0.9705176992784953,140,1
139,0.2636884703406366,FALSE,0.7011853916964028,120,49
140,0.007180895091604907,FALSE,0.8412187652144582,191,134
141,0.7349760305991105,FALSE,0.9996398867125157,100,1
142,0.44008308764998805,FALSE,0.6598490671366453,106,2
143,0.36167636960567906,FALSE,0.8077900944104651,118,1
144,0.7484092149409814,TRUE,0.07311191964186728,104,81
145,0.7285452404498589,TRUE,0.8593572564229602,187,1
146,0.19922583527435198,TRUE,0.05882084500440397,192,168
147,0.20672492183682623,FALSE,0.7593181150534656,180,52
148,0.011653091195976595,TRUE,0.3888287689594785,130,1
149,0.5696164406233002,FALSE,0.4326396791557083,116,83
150,0.13012489150008769,FALSE,0.3200038934901822,192,192
151,0.4502124619284994,FALSE,0.3480528165078955,111,105
152,0.5832796263819036,TRUE,0.4363502711188514,182,94
153,0.7221732258992444,TRUE,0.31216569710280745,121,118
154,0.11738642267910762,TRUE,0.4034936129932059,196,1
155,0.7105771111385606,FALSE,0.8667268855825532,138,3
156,0.10395055714237969,TRUE,0.8288028480197769,155,26
157,0.6147410187234752,TRUE,0.7876601119512227,102,16
