id,interaction_strength,priority_effects,cf_ratio,strains,sample_prop,richness_count
1,0.6877687122019998,TRUE,0.28808385775201023,108,0.9561520923590742,108
2,0.2906520113352919,TRUE,0.8154544824162032,25,0.03599618042265391,25
3,0.1995799082292826,FALSE,0.4080161579779582,19,0.21230574913441833,19
4,0.4819831922545563,TRUE,0.7547445381593425,14,0.5270415673503035,14
5,0.08960955255330191,TRUE,0.7271002212701365,172,0.9873933799518093,172
6,0.5969102743815864,TRUE,0.4230869011488976,192,0.44092069068100864,192
7,0.2969130533247313,TRUE,0.6325778792320751,94,0.4279542911992262,93
8,0.2988674432092113,FALSE,0.9067763949511107,40,0.8356992459950083,40
9,0.6801450105856521,TRUE,0.3927521157935727,116,0.953687719842992,116
10,0.25618185000008087,TRUE,0.8083954496545018,70,0.6470146618045971,70
11,0.06667015025286237,TRUE,0.34534151672532315,70,0.48256799977137266,70
12,0.04544365267839166,FALSE,0.890887576576136,27,0.4519014950409588,27
13,0.497176248677366,FALSE,0.2992102488026954,157,0.5006692304475235,157
14,0.29339309024624527,FALSE,0.5859722954193131,194,0.8066149571205384,194
15,0.3319439528233255,FALSE,0.2805075038005598,46,0.9251139904528398,46
16,0.1849174221582769,FALSE,0.31072408153906,62,0.6680297512486528,62
17,0.4671935527469264,FALSE,0.40707134507114534,70,0.08691682852521398,70
18,0.13285287847843139,TRUE,0.029925243305787445,47,0.6279142659308179,47
19,0.37664581337434944,FALSE,0.1919027250635205,126,0.8510807551841575,126
20,0.18595095463284522,FALSE,0.23571886993504595,117,0.5844397625560919,117
21,0.2738992129089602,FALSE,0.10639476222938392,160,0.20737596099829486,160
22,0.4567764366074174,FALSE,0.5828464827303542,118,0.12302852306923154,111
23,0.11811672401195392,TRUE,0.261266954253125,184,0.7217114948479496,184
24,0.4907745626026997,FALSE,0.31014246079807634,15,0.8709959687334479,15
25,0.2803354966315732,TRUE,0.4307454094550339,38,0.1894835091916297,38
26,0.2943937971484149,FALSE,0.16874021433822345,149,0.9399678974630761,149
27,0.3687307845286676,TRUE,0.2137592024328187,41,0.11733771336462977,41
28,0.14607148421712918,FALSE,0.30144862496352287,171,0.14390471256957157,171
29,0.7013292523397541,FALSE,0.3666593091121409,59,0.4480887957107674,58
30,0.6817102679725969,FALSE,0.9950799929975997,155,0.4480316180767068,150
31,0.35637842538065156,FALSE,0.5062572797355475,158,0.2837445552510326,158
32,0.04342684684509295,TRUE,0.02674489698444959,123,0.7839188433864213,123
33,0.01181029326354037,FALSE,0.6036885044159135,168,0.3445300641705054,168
34,0.17105707854938226,FALSE,0.5540829715037253,175,0.8622040362920977,175
35,0.16401389886814288,TRUE,0.30940152360720097,136,0.24676354796031702,136
36,0.5974685751891055,FALSE,0.34772270961266477,45,0.3313873594777226,44
37,0.18003086622201372,FALSE,0.9184009277318838,90,0.5065448742917373,89
38,0.3872270850534376,TRUE,0.07940579245551489,57,0.07433870588711858,57
39,0.4748126660776266,TRUE,0.65001654227057,194,0.8261887293998603,194
40,0.4662972509308776,FALSE,0.47500103474445643,97,0.3299768307707769,96
41,0.6088215834922507,FALSE,0.04872520403382368,22,0.30203740671518564,22
42,0.5443195705760038,FALSE,0.7772358412531205,134,0.04609223641579947,106
43,0.4267521348060749,TRUE,0.9765866061605047,51,0.6819029689440836,51
44,0.18217606855485938,FALSE,0.2633150012378814,145,0.4577637172056611,145
45,0.6458785492040798,FALSE,0.5948951026483439,185,0.38901713041186475,184
